mal_id,title_default,title_japanese,score,rank,popularity,season,year,genres
873,.hack//Roots,.hack//Roots,6.86,4857.0,2545,spring,2006.0,"Adventure, Drama, Fantasy"
877,Nana,NANA [ナナ],8.55,114.0,301,spring,2006.0,"Drama, Romance"
878,Zegapain,ゼーガペイン,7.28,2804.0,3835,spring,2006.0,"Action, Romance, Sci-Fi"
879,Simoun,シムーン,7.41,2241.0,3428,spring,2006.0,"Drama, Fantasy, Girls Love"
880,Aa! Megami-sama! Sorezore no Tsubasa,ああっ女神さまっ　それぞれの翼,7.54,1738.0,2714,spring,2006.0,"Comedy, Romance, Supernatural"
886,Amaenaide yo!! Katsu!!,あまえないでよっ!! 喝!!,6.63,6041.0,3115,winter,2006.0,"Comedy, Romance, Supernatural, Ecchi"
889,Black Lagoon,BLACK LAGOON,8.03,596.0,155,spring,2006.0,Action
907,Princess Princess,プリンセス・プリンセス,6.97,4354.0,2760,spring,2006.0,Comedy
910,Himawari!,ひまわりっ!,6.3,7933.0,4513,spring,2006.0,"Adventure, Comedy"
916,Tokkou,TOKKÔ[特公],6.52,6706.0,3307,spring,2006.0,"Action, Horror, Mystery, Supernatural"
918,Gintama,銀魂,8.94,16.0,143,spring,2006.0,"Action, Comedy, Sci-Fi"
919,Ray The Animation,RAY THE ANIMATION,6.6,6255.0,5505,spring,2006.0,"Drama, Romance, Sci-Fi"
934,Higurashi no Naku Koro ni,ひぐらしのなく頃に,7.87,859.0,237,spring,2006.0,"Horror, Mystery, Supernatural, Suspense"
935,Witchblade,ウィッチブレイド,7.2,3265.0,1887,spring,2006.0,"Action, Drama, Sci-Fi"
940,Inukami!,いぬかみっ!,7.22,3154.0,2656,spring,2006.0,"Comedy, Romance, Supernatural, Ecchi"
941,Renkin San-kyuu Magical? Pokaan,錬金3級 まじかる?ぽか〜ん,6.94,4476.0,3898,spring,2006.0,"Comedy, Ecchi"
942,Nishi no Yoki Majo: Astraea Testament,西の善き魔女 Astraea Testament,6.67,5836.0,4964,spring,2006.0,"Comedy, Drama, Fantasy, Mystery, Romance"
943,Yume Tsukai,夢使い,6.42,7316.0,6632,spring,2006.0,"Drama, Fantasy, Slice of Life"
944,The Third: Aoi Hitomi no Shoujo,ザ・サード 蒼い瞳の少女,7.3,2727.0,4739,spring,2006.0,"Action, Adventure, Sci-Fi"
953,Juu Ou Sei,獣王星,7.19,3297.0,2568,spring,2006.0,"Action, Adventure, Drama, Mystery, Sci-Fi"
957,Saiunkoku Monogatari,彩雲国物語,7.88,842.0,2154,spring,2006.0,"Adventure, Fantasy, Romance"
962,Aria the Natural,ARIA The NATURAL,8.16,432.0,2435,spring,2006.0,"Fantasy, Sci-Fi, Slice of Life"
965,Yoshinaga-sanchi no Gargoyle,吉永さん家のガーゴイル,6.76,5362.0,8266,spring,2006.0,"Comedy, Fantasy, Slice of Life"
968,Kakutou Bijin Wulong: Rebirth,格闘美神 武龍[ウーロン] REBIRTH,6.83,5007.0,9141,spring,2006.0,"Action, Comedy"
969,Tsubasa Chronicle 2nd Season,ツバサ・クロニクル 第2シリーズ,7.57,1612.0,1876,spring,2006.0,"Action, Adventure, Drama, Fantasy, Romance"
973,Glass no Kantai: La Legende du Vent de l'Univers,ガラスの艦隊～La legende du vent de l'univers～,6.51,6740.0,5920,spring,2006.0,"Adventure, Sci-Fi"
990,Kamisama Kazoku,神様家族,7.09,3788.0,3242,spring,2006.0,"Comedy, Drama, Fantasy, Romance"
1013,Le Chevalier D'Eon,シュヴァリエ Le Chevalier D'Eon,7.17,3407.0,2870,summer,2006.0,"Mystery, Supernatural"
1067,Kishin Houkou Demonbane (TV),機神咆吼デモンベイン,6.52,6675.0,3746,spring,2006.0,"Action, Drama, Fantasy, Romance, Sci-Fi"
1070,Love Get Chu,ラブゲッCHU ～ミラクル声優白書～,6.48,6920.0,6837,spring,2006.0,"Comedy, Romance"
1142,Hachimitsu to Clover II,ハチミツとクローバー II,8.19,386.0,2025,summer,2006.0,"Drama, Romance"
1194,Coyote Ragtime Show,コヨーテ ラグタイムショー,6.62,6126.0,4815,summer,2006.0,"Action, Adventure, Comedy, Sci-Fi"
1195,Zero no Tsukaima,ゼロの使い魔,7.21,3201.0,228,summer,2006.0,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi"
1198,Tsuyokiss,つよきす,6.53,6609.0,4925,summer,2006.0,"Comedy, Romance"
1200,Gun-dou Musashi,GUN道 MUSASHI,5.43,11821.0,6963,spring,2006.0,"Adventure, Fantasy"
1210,NHK ni Youkoso!,N・H・Kにようこそ！,8.31,257.0,265,summer,2006.0,"Comedy, Drama, Romance, Suspense"
1212,Oban Star-Racers,オーバン・スターレーサーズ,7.5,1885.0,3104,fall,2006.0,"Action, Adventure, Sci-Fi"
1214,Binbou Shimai Monogatari,貧乏姉妹物語,6.84,4945.0,4727,summer,2006.0,Slice of Life
1218,Tonagura!,となグラ！,6.67,5851.0,3178,summer,2006.0,"Comedy, Romance, Ecchi"
1219,Chocotto Sister,ちょこッとSister,6.74,5459.0,4776,summer,2006.0,"Comedy, Drama, Romance, Ecchi"
1221,Demashita! Powerpuff Girls Z,出ましたっ！パワパフガールズZ,6.47,6987.0,3786,summer,2006.0,"Action, Comedy, Sci-Fi"
1222,Bokura ga Ita,僕等がいた,7.24,3051.0,1069,summer,2006.0,"Drama, Romance"
1230,Innocent Venus,イノセント・ヴィーナス,6.77,5310.0,4323,summer,2006.0,"Action, Adventure, Drama, Sci-Fi"
1243,Night Head Genesis,NIGHT HEAD GENESIS (ナイト ヘッド ジェネシス),6.71,5642.0,4049,summer,2006.0,"Drama, Mystery, Sci-Fi, Supernatural"
1247,Project BLUE Chikyuu SOS,Project BLUE 地球SOS,6.59,6323.0,9295,summer,2006.0,"Adventure, Comedy, Sci-Fi"
1292,Afro Samurai,アフロサムライ,7.37,2389.0,629,spring,2007.0,"Action, Adventure"
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,IGPX -Immortal Grand Prix-,7.24,3067.0,6137,spring,2006.0,"Action, Sci-Fi"
1454,Kemonozume,ケモノヅメ,7.34,2530.0,2509,summer,2006.0,"Action, Avant Garde, Horror, Romance, Supernatural"
1482,D.Gray-man,ディー・グレイマン,8.0,638.0,295,fall,2006.0,"Action, Adventure, Fantasy"
1498,Black Blood Brothers,ブラック・ブラッド・ブラザーズ,7.09,3827.0,2071,fall,2006.0,"Action, Comedy, Fantasy"
1509,Mamotte! Lollipop,まもって！ロリポップ,6.61,6178.0,4410,summer,2006.0,"Adventure, Comedy, Romance"
1516,Kirarin☆Revolution,きらりん☆レボリューション,7.07,3912.0,3948,spring,2006.0,"Comedy, Drama, Romance"
1519,Black Lagoon: The Second Barrage,BLACK LAGOON The Second Barrage,8.17,422.0,427,fall,2006.0,Action
1530,Kanon (2006),カノン (2006),7.94,719.0,910,fall,2006.0,"Drama, Romance, Supernatural"
1534,Futari wa Precure: Splash☆Star,ふたりはプリキュア Splash☆Star,7.18,3379.0,5581,winter,2006.0,"Action, Comedy, Fantasy"
1535,Death Note,デスノート,8.62,85.0,2,fall,2006.0,"Supernatural, Suspense"
1536,Busou Renkin,武装錬金,7.29,2753.0,1386,fall,2006.0,"Action, Fantasy"
1538,Pumpkin Scissors,パンプキン・シザーズ,7.15,3502.0,3416,fall,2006.0,"Action, Comedy, Drama"
1541,Souten no Ken,蒼天の拳,6.68,5771.0,5894,fall,2006.0,Action
1543,Yoake Mae yori Ruriiro na: Crescent Love,夜明け前より瑠璃色な -Crescent Love-,7.09,3818.0,3546,fall,2006.0,"Comedy, Romance, Sci-Fi"
1546,Negima!?,ネギま!?,6.93,4535.0,2182,fall,2006.0,"Comedy, Fantasy, Romance, Ecchi"
1554,Asatte no Houkou.,あさっての方向。,7.02,4116.0,4484,fall,2006.0,"Drama, Supernatural"
1555,Tokimeki Memorial: Only Love,ときめきメモリアル Only Love,7.01,4178.0,3708,fall,2006.0,"Comedy, Romance"
1557,Shounen Onmyouji,少年陰陽師,7.53,1778.0,2989,fall,2006.0,"Action, Fantasy"
1559,Shijou Saikyou no Deshi Kenichi,史上最強の弟子 ケンイチ,8.04,588.0,806,fall,2006.0,"Action, Comedy"
1561,Lovedol: Lovely Idol,らぶドル～Lovely Idol～,6.11,8956.0,6769,fall,2006.0,
1562,Yamato Nadeshiko Shichihenge♥,ヤマトナデシコ七変化♥,7.71,1238.0,1466,fall,2006.0,Comedy
1565,Pokemon Diamond & Pearl,ポケットモンスター ダイヤモンド&パール,7.29,2779.0,1564,fall,2006.0,"Action, Adventure, Comedy, Fantasy"
1568,Sumomomo Momomo: Chijou Saikyou no Yome,すもももももも〜地上最強のヨメ〜,6.83,4984.0,2685,fall,2006.0,"Action, Comedy, Romance"
1569,Otome wa Boku ni Koishiteru,乙女は僕に恋してる,7.02,4155.0,2797,fall,2006.0,"Comedy, Drama, Romance"
1570,Happiness!,はぴねす！,6.34,7718.0,3757,fall,2006.0,"Comedy, Romance"
1571,Ghost Hunt,ゴーストハント,7.75,1129.0,1070,fall,2006.0,"Horror, Mystery, Supernatural"
1575,Code Geass: Hangyaku no Lelouch,コードギアス 反逆のルルーシュ,8.7,58.0,22,fall,2006.0,"Action, Award Winning, Drama, Sci-Fi"
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,恋する天使アンジェリーク　～心のめざめる時～,6.81,5096.0,5997,summer,2006.0,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi"
1579,Kiniro no Corda: Primo Passo,金色のコルダ ～primo passo～,7.41,2225.0,2149,fall,2006.0,Romance
1581,Gift: Eternal Rainbow,ギフト～ eternal rainbow,6.55,6547.0,4026,fall,2006.0,"Comedy, Drama, Romance"
1583,009-1,ゼロゼロナインワン,6.21,8388.0,4754,fall,2006.0,"Action, Sci-Fi"
1587,Tenpou Ibun: Ayakashi Ayashi,天保異聞 妖奇士,6.85,4912.0,5239,fall,2006.0,Supernatural
1588,Mamoru-kun ni Megami no Shukufuku wo!,護くんに女神の祝福を！,7.02,4147.0,4303,fall,2006.0,"Comedy, Romance"
1589,Bartender,バーテンダー,7.32,2600.0,2148,fall,2006.0,"Drama, Gourmet"
1591,Kujibiki♥Unbalance,くじびき♥アンバランス,6.22,8349.0,5617,fall,2006.0,"Comedy, Romance"
1592,Hataraki Man,働きマン,6.99,4269.0,4375,fall,2006.0,"Comedy, Drama, Romance"
1594,Jigoku Shoujo Futakomori,地獄少女 二籠,7.88,835.0,1465,fall,2006.0,"Horror, Mystery, Supernatural"
1600,Galaxy Angel Rune,ギャラクシーエンジェる～ん,6.21,8402.0,8070,fall,2006.0,"Comedy, Sci-Fi"
1601,Red Garden,レッド ガーデン,7.03,4085.0,3321,fall,2006.0,"Drama, Mystery, Supernatural"
1602,Soukou no Strain,奏光のストレイン,7.0,4230.0,4649,fall,2006.0,"Action, Drama, Sci-Fi, Ecchi"
1603,Super Robot Taisen OG: Divine Wars,スーパーロボット大戦OG -ディバイン・ウォーズ-,6.77,5285.0,7019,fall,2006.0,"Action, Sci-Fi"
1604,Katekyou Hitman Reborn!,家庭教師ヒットマンREBORN!,8.12,478.0,399,fall,2006.0,"Action, Comedy"
1606,Kekkaishi,結界師,7.59,1554.0,1974,fall,2006.0,"Action, Adventure, Supernatural"
1607,Venus Versus Virus,ヴィーナス ヴァーサス ヴァイアラス,6.32,7787.0,4112,winter,2007.0,"Drama, Romance, Supernatural"
1655,Nerima Daikon Brothers,練馬大根ブラザーズ,7.26,2953.0,6718,winter,2006.0,Comedy
1688,Nanatsu-iro★Drops,ななついろ★ドロップス,6.99,4278.0,4650,summer,2007.0,Romance
1690,Bokura no,ぼくらの,7.6,1533.0,1262,spring,2007.0,"Action, Drama, Sci-Fi, Suspense"
1691,Kaze no Stigma,風のスティグマ,7.16,3472.0,505,spring,2007.0,"Action, Fantasy, Romance"
1693,Reideen,ライディーン,6.51,6765.0,6703,winter,2007.0,"Action, Sci-Fi"
1694,iDOLM@STER Xenoglossia,アイドルマスター XENOGLOSSIA（ゼノグラシア）,6.46,7065.0,4621,spring,2007.0,"Action, Comedy, Sci-Fi"
1695,Les Misérables: Shoujo Cosette,レ・ミゼラブル 少女コゼット,7.9,778.0,4109,winter,2007.0,Drama
1698,Nodame Cantabile,のだめカンタービレ,8.26,306.0,773,winter,2007.0,"Comedy, Romance"
1699,Romeo x Juliet,ロミオ×ジュリエット,7.58,1600.0,1316,spring,2007.0,"Drama, Fantasy, Romance"
1703,Tokyo Tribe 2,TOKYO TRIBE 2,6.63,6086.0,6007,fall,2006.0,"Action, Drama"
1721,Hitohira,ひとひら,6.72,5554.0,4894,spring,2007.0,"Drama, Romance"
1722,Nagasarete Airantou,ながされて藍蘭島,7.21,3180.0,2078,spring,2007.0,"Comedy, Fantasy, Romance, Ecchi"
1724,Saint October,セイントオクトーバー,6.47,7012.0,7339,winter,2007.0,"Adventure, Fantasy"
1726,Devil May Cry,デビル メイ クライ,6.93,4515.0,786,summer,2007.0,"Action, Fantasy"
1727,Shinkyoku Soukai Polyphonica,神曲奏界ポリフォニカ,6.78,5268.0,4040,spring,2007.0,"Drama, Fantasy, Romance"
1738,Muteki Kanban Musume,無敵看板娘,7.07,3918.0,4850,summer,2006.0,"Action, Comedy"
1739,Shibawanko no Wa no Kokoro,しばわんこの和のこころ,,13597.0,14531,spring,2006.0,
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,内閣権力犯罪強制取締官・財前丈太郎,5.13,12557.0,11187,summer,2006.0,"Action, Drama"
1771,Ring ni Kakero 1: Nichibei Kessen-hen,リングにかけろ1 日米決戦編,6.49,6848.0,10392,spring,2006.0,Sports
1807,Prism Ark,プリズム・アーク,6.4,7395.0,4670,fall,2007.0,"Action, Comedy, Fantasy, Romance"
1808,Kamichama Karin,かみちゃまかりん,7.19,3302.0,3081,spring,2007.0,"Comedy, Fantasy, Romance"
1810,Kyoushirou to Towa no Sora,京四郎と永遠（とわ）の空,6.39,7445.0,3426,winter,2007.0,"Drama, Fantasy, Romance"
1812,Hanoka,HANOKA～葉ノ香～,3.37,13373.0,8458,summer,2006.0,Sci-Fi
1818,Claymore,クレイモア,7.73,1170.0,308,spring,2007.0,"Action, Adventure, Fantasy"
1826,Deltora Quest,デルトラクエスト,7.08,3847.0,4131,winter,2007.0,"Adventure, Fantasy"
1827,Seirei no Moribito,精霊の守り人,8.13,470.0,1121,spring,2007.0,"Action, Adventure, Fantasy"
1835,Ryuusei no Rockman,流星のロックマン,7.09,3809.0,5698,fall,2006.0,"Action, Sci-Fi"
1836,Shuffle! Memories,シャッフル！メモリーズ,6.52,6699.0,2993,winter,2007.0,"Comedy, Drama, Fantasy, Romance, Ecchi"
1840,Zero no Tsukaima: Futatsuki no Kishi,ゼロの使い魔 ～双月の騎士～,7.39,2325.0,447,summer,2007.0,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi"
1842,Major S3,メジャー (第3シリーズ),8.22,353.0,2659,winter,2007.0,Sports
1852,Hidamari Sketch,ひだまりスケッチ,7.46,2028.0,2424,winter,2007.0,Slice of Life
1858,Gakuen Utopia Manabi Straight!,がくえんゆーとぴあ まなびストレート！,7.26,2926.0,4039,winter,2007.0,"Comedy, Slice of Life"
1860,Tokyo Majin Gakuen Kenpuuchou: Tou,東京魔人學園剣風帖　龖（トウ）,7.04,4025.0,2196,winter,2007.0,"Action, Drama, Horror, Supernatural"
1863,Silk Road Shounen Yuuto,シルクロード少年 ユート,,13806.0,14853,fall,2006.0,"Adventure, Fantasy"
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,恋する天使アンジェリーク ～かがやきの明日～,6.89,4719.0,6164,winter,2007.0,"Drama, Fantasy, Romance"
1865,Getsumen to Heiki Mina,月面兎兵器ミーナ,6.25,8250.0,6850,winter,2007.0,"Action, Comedy, Sci-Fi, Ecchi"
1868,Giniro no Olynsis: Tokito,銀色のオリンシス TOKITO,6.2,8475.0,6903,fall,2006.0,"Adventure, Drama, Romance"
1872,Saru Getchu: On Air,サルゲッチュ ～オンエアー～,6.01,9462.0,12664,spring,2006.0,"Adventure, Comedy, Fantasy, Romance"
1878,Kaze no Shoujo Emily,風の少女エミリー,7.35,2476.0,7112,spring,2007.0,Drama
1881,Sasami: Mahou Shoujo Club,砂沙美 -魔法少女クラブ-,6.57,6416.0,6861,spring,2006.0,Fantasy
1882,Sasami: Mahou Shoujo Club 2,砂沙美☆魔法少女クラブ シーズン2,6.66,5920.0,8653,fall,2006.0,Fantasy
1884,Himesama Goyoujin,姫様ご用心,6.32,7815.0,10067,spring,2006.0,Comedy
1885,Master of Epic: The Animation Age,マスター オブ エピック The Animation Age,5.84,10269.0,11193,winter,2007.0,"Comedy, Fantasy"
1886,Fushigiboshi no☆Futagohime Gyu!,ふしぎ星の☆ふたご姫,7.13,3626.0,7669,spring,2006.0,"Comedy, Fantasy"
1887,Lucky☆Star,らき☆すた,7.75,1113.0,328,spring,2007.0,Comedy
1889,Higurashi no Naku Koro ni Kai,ひぐらしのなく頃に解,8.17,427.0,474,summer,2007.0,"Horror, Mystery, Supernatural, Suspense"
1912,Marginal Prince: Gekkeiju no Ouji-tachi,マージナルプリンス -月桂樹の王子達-,5.8,10434.0,5591,fall,2006.0,Boys Love
1914,Saiunkoku Monogatari 2nd Season,彩雲国物語 第2シリーズ,8.01,625.0,3520,spring,2007.0,"Adventure, Fantasy, Romance"
1915,Mahou Shoujo Lyrical Nanoha StrikerS,魔法少女リリカルなのはStrikerS,7.61,1502.0,3053,spring,2007.0,"Action, Comedy, Drama, Fantasy"
1932,Yes! Precure 5,Yes! プリキュア5,7.18,3360.0,5092,winter,2007.0,"Action, Fantasy"
1941,Moonlight Mile 1st Season: Lift Off,ムーンライトマイル 1stシーズン -Lift off-,7.12,3657.0,6159,spring,2007.0,"Adventure, Drama, Sci-Fi"
1942,Rocket Girls,ロケットガール,6.91,4616.0,6661,winter,2007.0,"Adventure, Sci-Fi"
1956,Ikkitousen: Dragon Destiny,一騎当千 Dragon Destiny,6.73,5539.0,2402,winter,2007.0,"Action, Ecchi"
1965,Sola,sola,7.16,3438.0,2107,spring,2007.0,"Drama, Romance, Supernatural"
1988,Himawari!!,ひまわりっ！！,6.44,7164.0,6116,winter,2007.0,"Comedy, Romance"
1991,Juusou Kikou Dancougar Nova,獣装機攻ダンクーガノヴァ,5.96,9703.0,7844,winter,2007.0,"Action, Sci-Fi"
2001,Tengen Toppa Gurren Lagann,天元突破グレンラガン,8.63,83.0,65,spring,2007.0,"Action, Adventure, Award Winning, Sci-Fi"
2002,Heroic Age,ヒロイック・エイジ,7.5,1875.0,1962,spring,2007.0,"Action, Sci-Fi"
2024,Yoshimune,吉宗,5.83,10311.0,14092,spring,2006.0,Comedy
2025,Darker than Black: Kuro no Keiyakusha,Darker than BLACK -黒の契約者-,8.05,575.0,173,spring,2007.0,"Action, Mystery, Sci-Fi"
2026,Hayate no Gotoku!,ハヤテのごとく！,7.51,1851.0,1090,spring,2007.0,"Action, Comedy, Romance"
2030,El Cazador de la Bruja,エル・カザド,7.2,3231.0,3012,spring,2007.0,"Adventure, Drama, Mystery"
2031,Shining Tears X Wind,シャイニング・ティアーズ・クロス・ウィンド,6.46,7039.0,3828,spring,2007.0,"Action, Adventure, Fantasy"
2032,Wellber no Monogatari: Sisters of Wellber,ウエルベールの物語 Sisters of Wellber,6.59,6288.0,6538,spring,2007.0,"Action, Adventure, Comedy, Drama, Fantasy"
2034,Lovely★Complex,ラブ★コン,8.03,601.0,372,spring,2007.0,"Comedy, Romance"
2035,Eikoku Koi Monogatari Emma: Molders-hen,英國戀物語エマ ～メルダース編～,7.8,991.0,4260,spring,2007.0,"Drama, Romance"
2104,Seto no Hanayome,瀬戸の花嫁,7.66,1344.0,739,spring,2007.0,"Comedy, Fantasy, Romance"
2105,Touka Gettan,桃華月憚,6.48,6948.0,4916,spring,2007.0,"Drama, Fantasy, Romance, Ecchi"
2106,Kiss Dum: Engage Planet,キスダム -ENGAGE planet-,6.51,6746.0,6187,spring,2007.0,Sci-Fi
2112,Over Drive,オーバードライヴ,7.52,1823.0,3372,spring,2007.0,Sports
2129,True Tears,true tears,7.27,2885.0,1141,winter,2008.0,"Drama, Romance"
2130,Kaibutsu Oujo,怪物王女,6.96,4400.0,2427,spring,2007.0,"Action, Comedy, Horror, Supernatural"
2142,Blue Dragon,ブルー・ドラゴン,6.4,7413.0,3014,spring,2007.0,"Adventure, Comedy, Fantasy"
2152,Oh! Edo Rocket,大江戸ロケット,7.18,3337.0,5864,spring,2007.0,"Comedy, Drama, Fantasy, Sci-Fi"
2153,Saint Beast: Kouin Jojishi Tenshi Tan,セイント・ビースト～光陰叙事詩天使譚～,6.3,7962.0,7456,spring,2007.0,Fantasy
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,この青空に約束を― ～ようこそつぐみ寮へ～,6.14,8792.0,4772,spring,2007.0,Romance
2156,Bakugan Battle Brawlers,爆丸バトルブローラーズ,6.46,7044.0,1991,spring,2007.0,"Action, Fantasy"
2157,Koutetsushin Jeeg,鋼鉄神ジーグ,6.87,4813.0,7437,spring,2007.0,Sci-Fi
2158,Terra e... (TV),地球へ…,7.86,874.0,2831,spring,2007.0,"Action, Drama, Sci-Fi"
2159,Ookiku Furikabutte,おおきく振りかぶって,7.87,848.0,2101,spring,2007.0,Sports
2161,Skull Man,スカルマン SKULL MAN,6.59,6275.0,3947,spring,2007.0,"Action, Mystery, Supernatural"
2162,Koutetsu Sangokushi,鋼鉄三国志,6.28,8036.0,6759,spring,2007.0,Adventure
2164,Dennou Coil,電脳コイル,8.03,597.0,1577,spring,2007.0,"Adventure, Award Winning, Drama, Mystery, Sci-Fi"
2165,Gegege no Kitarou (2007),ゲゲゲの鬼太郎 (2007),6.93,4518.0,7811,spring,2007.0,"Comedy, Fantasy, Horror"
2166,Doujin Work,ドージンワーク,6.75,5400.0,4229,summer,2007.0,"Comedy, Slice of Life"
2167,Clannad,CLANNAD,7.99,651.0,89,fall,2007.0,"Drama, Romance, Supernatural"
2214,Black Jack 21,ブラック・ジャック21,7.53,1755.0,5690,spring,2006.0,"Action, Drama"
2215,Kishin Taisen Gigantic Formula,機神大戦 ギガンティック・フォーミュラ,6.77,5314.0,7439,spring,2007.0,Sci-Fi
2216,Shigurui,シグルイ,7.36,2433.0,1794,summer,2007.0,"Action, Drama"
2232,Funny Pets,ファニーペッツ,4.88,12866.0,12505,winter,2006.0,Comedy
2244,Rakugo Tennyo Oyui,落語天女おゆい,5.78,10574.0,10520,winter,2006.0,Comedy
2246,Mononoke,モノノ怪,8.42,175.0,727,summer,2007.0,"Horror, Mystery, Supernatural, Suspense"
2251,Baccano!,バッカーノ！,8.36,215.0,190,summer,2007.0,"Action, Mystery, Supernatural"
2367,Moetan,もえたん,6.39,7450.0,4185,summer,2007.0,"Comedy, Ecchi"
2369,Rental Magica,レンタルマギカ,6.99,4282.0,2830,fall,2007.0,"Action, Fantasy, Mystery"
2403,Kodomo no Jikan (TV),こどものじかん,6.69,5730.0,1963,fall,2007.0,"Comedy, Drama, Ecchi"
2404,Zombie-Loan,ZOMBIE-LOAN ゾンビローン,6.81,5127.0,1654,summer,2007.0,"Action, Horror, Supernatural"
2476,School Days,スクールデイズ,5.52,11559.0,314,summer,2007.0,"Drama, Romance"
2494,Goshuushou-sama Ninomiya-kun,ご愁傷さま二ノ宮くん,6.64,6028.0,2145,fall,2007.0,"Comedy, Fantasy, Ecchi"
2508,Genshiken 2,げんしけん2,7.74,1139.0,2371,fall,2007.0,Slice of Life
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,増田こうすけ劇場 ギャグマンガ日和2,7.12,3655.0,9782,summer,2006.0,Comedy
2552,Tetsuko no Tabi,鉄子の旅,6.24,8288.0,10446,summer,2007.0,"Comedy, Slice of Life"
2562,Shion no Ou,しおんの王 - The Flowers of Hard Blood,7.5,1889.0,3985,fall,2007.0,"Drama, Mystery, Suspense"
2564,Code-E,CODE-E,6.39,7429.0,5080,summer,2007.0,"Comedy, Romance, Sci-Fi"
2581,Kidou Senshi Gundam 00,機動戦士ガンダム00,8.1,500.0,1116,fall,2007.0,"Action, Drama, Sci-Fi"
2595,D.C.II: Da Capo II,D.C.II ～ダ・カーポII～,6.85,4926.0,3740,fall,2007.0,"Drama, Romance, Ecchi"
2596,Shinreigari,神霊狩／GHOST HOUND,7.4,2255.0,1538,fall,2007.0,"Mystery, Supernatural, Suspense"
2602,Kenkou Zenrakei Suiei-bu Umishou,ケンコー全裸系水泳部 ウミショー,7.11,3719.0,3611,summer,2007.0,"Comedy, Sports, Ecchi"
2603,Mushi-Uta,ムシウタ,6.57,6407.0,5246,summer,2007.0,"Action, Fantasy, Sci-Fi"
2604,Sky Girls,スカイガールズ,6.99,4287.0,4526,summer,2007.0,Sci-Fi
2605,Sayonara Zetsubou Sensei,さよなら絶望先生,7.85,896.0,690,summer,2007.0,Comedy
2608,Wangan Midnight,湾岸ミッドナイト,7.48,1953.0,3369,summer,2007.0,Action
2619,Spider Riders: Oracle no Yuusha-tachi,スパイダーライダーズ ～オラクルの勇者たち～,6.56,6433.0,6543,spring,2006.0,"Action, Adventure"
2620,Spider Riders: Yomigaeru Taiyou,スパイダーライダーズ ～よみがえる太陽～,6.68,5772.0,8644,spring,2007.0,"Action, Adventure"
2683,Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,東京魔人學園剣風帖　龖（トウ） 第弐幕,7.18,3357.0,3665,summer,2007.0,"Action, Drama, Horror, Mystery"
2684,Buzzer Beater 2nd Season,BUZZER BEATER 第2期,6.77,5295.0,6686,summer,2007.0,"Sci-Fi, Sports"
2713,Rockman.EXE Beast+,ロックマンエグゼビースト+（プラス）,6.78,5264.0,7598,spring,2006.0,"Action, Adventure, Sci-Fi"
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,銀河鉄道物語 ～永遠への分岐点～,6.71,5616.0,8909,fall,2006.0,"Action, Adventure, Drama, Sci-Fi"
2719,MapleStory,メイプルストーリー,5.21,12389.0,8726,fall,2007.0,"Action, Adventure, Comedy, Fantasy"
2744,Potemayo,ぽてまよ,7.27,2873.0,5227,summer,2007.0,Comedy
2772,Juushin Enbu: Hero Tales,獣神演武 - HERO TALES -,6.81,5092.0,4289,fall,2007.0,"Action, Fantasy"
2786,Bakegyamon,妖逆門,6.6,6228.0,9414,spring,2006.0,"Action, Fantasy"
2787,Shakugan no Shana II (Second),灼眼のシャナII –Second–,7.55,1718.0,791,fall,2007.0,"Action, Drama, Fantasy, Romance"
2795,Dragonaut: The Resonance,ドラゴノーツ-ザ・レソナンス-,6.57,6388.0,2497,fall,2007.0,"Action, Drama, Fantasy, Romance, Sci-Fi"
2904,Code Geass: Hangyaku no Lelouch R2,コードギアス 反逆のルルーシュ 続編,8.91,20.0,47,spring,2008.0,"Action, Award Winning, Drama, Sci-Fi"
2923,Shugo Chara!,しゅごキャラ！,7.4,2255.0,1117,fall,2007.0,"Comedy, Fantasy"
2924,ef: A Tale of Memories.,ef - a tale of memories.,7.87,856.0,965,fall,2007.0,"Drama, Mystery, Romance"
2926,Myself; Yourself,マイセルフ; ユアセルフ,7.1,3781.0,1301,fall,2007.0,"Drama, Romance"
2927,KimiKiss Pure Rouge,キミキス pure rouge,7.26,2940.0,2268,fall,2007.0,"Drama, Romance"
2929,Moonlight Mile 2nd Season: Touch Down,ムーンライトマイル 2ndシーズン -Touch down-,7.26,2949.0,8528,fall,2007.0,"Adventure, Drama, Sci-Fi"
2930,Tensai? Dr. Hamax,天才？Dr.ハマックス,,14175.0,18090,fall,2007.0,Comedy
2931,Mokke,もっけ,7.04,4062.0,5364,fall,2007.0,"Mystery, Slice of Life, Supernatural"
